index,gpsTimeValid,date,time,millis,lat,lng,speed_mph,gsr,scr,slope_cps,recovery_s,it_date,it_time,emo_level
1240,1,170126,11365700,494976,45.432406,12.35355,2.69,486,-1.74,2.55,6.44,260117,12365700,0.854
1241,1,170126,11365700,495376,45.432406,12.35355,2.21,486,-1.72,0.04,0.4,260117,12365700,0.82
1242,1,170126,11365700,495777,45.432406,12.35355,2.21,486,-1.7,0.04,0.4,260117,12365700,0.779
1243,1,170126,11365800,496177,45.432403,12.35354,2.21,486,-1.68,0.04,0.4,260117,12365800,0.734
1244,1,170126,11365800,496576,45.432403,12.35354,1.52,486,-1.67,0.04,0.4,260117,12365800,0.688
1245,1,170126,11365900,496975,45.4324,12.353525,1.52,487,-0.66,2.52,0.4,260117,12365900,0.682
1246,1,170126,11365900,497375,45.4324,12.353525,3.27,487,-0.65,0.02,0.4,260117,12365900,0.665
1247,1,170126,11365900,497779,45.4324,12.353525,3.27,488,0.34,2.47,0.4,260117,12365900,0.657
1248,1,170126,11370000,498178,45.432396,12.35351,3.27,488,0.34,-0.01,0.4,260117,12370000,0.64
1249,1,170126,11370000,498577,45.432396,12.35351,2.47,488,0.34,-0.01,0.4,260117,12370000,0.616
1250,1,170126,11370100,498993,45.432392,12.353498,2.47,488,0.33,-0.01,0.42,260117,12370100,0.586
1251,1,170126,11370100,499393,45.432392,12.353498,2.04,488,0.33,-0.01,0.4,260117,12370100,0.554
1252,1,170126,11370100,499794,45.432392,12.353498,2.04,487,-0.66,-2.48,0.4,260117,12370100,0.572
1253,1,170126,11370200,500195,45.43239,12.353483,2.04,486,-1.65,-2.45,0.4,260117,12370200,0.601
1254,1,170126,11370200,500595,45.43239,12.353483,2.82,485,-2.62,-2.43,0.4,260117,12370200,0.638
1255,1,170126,11370300,500995,45.432389,12.353468,2.82,482,-5.57,-7.36,0.8,260117,12370300,0.692
1256,1,170126,11370300,501396,45.432389,12.353468,2.39,479,-8.48,-7.27,1.2,260117,12370300,0.738
1257,1,170126,11370300,501798,45.432389,12.353468,2.39,476,-11.37,-7.18,1.6,260117,12370300,0.778
1258,1,170126,11370400,502200,45.432385,12.353453,2.39,476,-11.25,0.28,2.01,260117,12370400,0.811
1259,1,170126,11370400,502600,45.432385,12.353453,2.82,476,-11.14,0.28,2.4,260117,12370400,0.839
1260,1,170126,11370500,503000,45.432383,12.353438,2.82,475,-12.02,-2.2,2.81,260117,12370500,0.863
1261,1,170126,11370500,503402,45.432383,12.353438,2.49,475,-11.9,0.3,3.21,260117,12370500,0.884
1262,1,170126,11370500,503804,45.432383,12.353438,2.49,475,-11.78,0.3,3.61,260117,12370500,0.901
1263,1,170126,11370600,504208,45.432383,12.353424,2.49,477,-9.68,5.19,4.01,260117,12370600,0.916
1264,1,170126,11370600,504607,45.432383,12.353424,2.42,477,-9.58,0.24,4.41,260117,12370600,0.926
1265,1,170126,11370700,505016,45.432383,12.353411,2.42,477,-9.49,0.23,4.82,260117,12370700,0.932
1266,1,170126,11370700,505416,45.432383,12.353411,2.37,476,-10.38,-2.24,5.22,260117,12370700,0.942
1267,1,170126,11370800,505819,45.432382,12.353397,2.37,473,-13.25,-7.11,5.62,260117,12370800,0.951
1268,1,170126,11370800,506261,45.432382,12.353397,2.37,470,-16.09,-6.42,6.07,260117,12370800,0.958
1269,1,170126,11370800,506662,45.432382,12.353397,2.67,468,-17.91,-4.54,6.47,260117,12370800,0.965
1270,1,170126,11370900,507064,45.432383,12.353383,2.67,466,-19.71,-4.48,6.87,260117,12370900,0.97
1271,1,170126,11370900,507465,45.432383,12.353383,2.57,466,-19.51,0.49,7.27,260117,12370900,0.974
1272,1,170126,11371000,507865,45.432382,12.353369,2.57,465,-20.3,-1.99,7.67,260117,12371000,0.978
1273,1,170126,11371000,508270,45.432382,12.353369,2.57,465,-20.1,0.5,8.07,260117,12371000,0.981
1274,1,170126,11371000,508670,45.432382,12.353369,2.45,465,-19.9,0.5,8.48,260117,12371000,0.984
1275,1,170126,11371100,509071,45.432381,12.353354,2.45,466,-18.71,2.97,8.88,260117,12371100,0.987
1276,1,170126,11371100,509472,45.432381,12.353354,2.62,465,-19.51,-2,9.28,260117,12371100,0.989
1277,1,170126,11371200,509873,45.43238,12.35334,2.62,463,-21.3,-4.45,9.68,260117,12371200,0.99
1278,1,170126,11371200,510278,45.43238,12.35334,2.62,463,-21.09,0.53,10.08,260117,12371200,0.992
1279,1,170126,11371200,510679,45.43238,12.35334,2.75,462,-21.87,-1.94,10.48,260117,12371200,0.993
1280,1,170126,11371300,511085,45.432378,12.353325,2.75,461,-22.64,-1.9,10.89,260117,12371300,0.994
1281,1,170126,11371300,511488,45.432378,12.353325,2.46,460,-23.4,-1.89,11.29,260117,12371300,0.995
1282,1,170126,11371400,511890,45.432376,12.35331,2.46,460,-23.17,0.58,11.69,260117,12371400,0.996
1283,1,170126,11371400,512294,45.432376,12.35331,2.46,461,-21.94,3.02,12.1,260117,12371400,0.996
1284,1,170126,11371400,512695,45.432376,12.35331,2.53,461,-21.73,0.55,12.5,260117,12371400,0.997
1285,1,170126,11371500,513097,45.432375,12.353295,2.53,462,-20.52,3,12.9,260117,12371500,0.997
1286,1,170126,11371500,513498,45.432375,12.353295,2.62,463,-19.32,2.98,13.3,260117,12371500,0.998
1287,1,170126,11371600,513939,45.432374,12.353281,2.62,463,-19.13,0.44,13.74,260117,12371600,0.996
1288,1,170126,11371600,514344,45.432374,12.353281,2.61,463,-18.94,0.47,14.15,260117,12371600,0.992
1289,1,170126,11371600,514744,45.432374,12.353281,2.61,463,-18.75,0.47,14.55,260117,12371600,0.987
1290,1,170126,11371700,515146,45.432374,12.353267,2.61,463,-18.56,0.47,14.95,260117,12371700,0.982
1291,1,170126,11371700,515547,45.432374,12.353267,2.32,463,-18.38,0.46,15.35,260117,12371700,0.975
1292,1,170126,11371800,515949,45.432374,12.353253,2.32,464,-17.2,2.92,15.75,260117,12371800,0.978
1293,1,170126,11371800,516354,45.432374,12.353253,2.6,464,-17.03,0.42,16.16,260117,12371800,0.964
1294,1,170126,11371800,516755,45.432374,12.353253,2.6,465,-15.87,2.89,16.56,260117,12371800,0.97
1295,1,170126,11371900,517157,45.432373,12.353241,2.6,468,-12.74,7.78,16.96,260117,12371900,0.974
1296,1,170126,11371900,517558,45.432373,12.353241,2.11,472,-8.65,10.19,17.36,260117,12371900,0.978
1297,1,170126,11372000,517963,45.432372,12.353227,2.11,472,-8.57,0.21,17.77,260117,12372000,0.963
1298,1,170126,11372000,518367,45.432372,12.353227,2.54,473,-7.49,2.66,18.17,260117,12372000,0.941
1299,1,170126,11372000,518767,45.432372,12.353227,2.54,472,-8.41,-2.29,18.57,260117,12372000,0.921
1300,1,170126,11372100,519169,45.432371,12.353214,2.54,469,-11.29,-7.18,18.97,260117,12372100,0.933
1301,1,170126,11372100,519571,45.432371,12.353214,2.42,469,-11.18,0.28,19.38,260117,12372100,0.925
1302,1,170126,11372200,519972,45.432372,12.353199,2.42,470,-10.08,2.75,19.78,260117,12372200,0.92
1303,1,170126,11372200,520377,45.432372,12.353199,2.87,470,-9.98,0.25,20.18,260117,12372200,0.9
1304,1,170126,11372200,520777,45.432372,12.353199,2.87,471,-8.89,2.72,20.58,260117,12372200,0.895
1305,1,170126,11372300,521218,45.43237,12.353184,2.87,471,-8.8,0.2,21.02,260117,12372300,0.874
1306,1,170126,11372300,521618,45.43237,12.353184,2.84,471,-8.71,0.22,21.42,260117,12372300,0.843
1307,1,170126,11372400,522019,45.432369,12.353168,2.84,471,-8.62,0.22,21.82,260117,12372400,0.806
1308,1,170126,11372400,522420,45.432369,12.353168,2.75,472,-7.55,2.68,22.23,260117,12372400,0.811
1309,1,170126,11372500,522823,45.432369,12.353155,2.75,472,-7.47,0.19,22.63,260117,12372500,0.799
1310,1,170126,11372500,523224,45.432369,12.353155,2.75,472,-7.4,0.19,23.03,260117,12372500,0.776
1311,1,170126,11372500,523624,45.432369,12.353155,2.44,472,-7.32,0.18,23.43,260117,12372500,0.745
1312,1,170126,11372600,524025,45.43237,12.353143,2.44,473,-6.26,2.65,23.83,260117,12372600,0.755
1313,1,170126,11372600,524426,45.43237,12.353143,2.28,474,-5.21,2.62,24.23,260117,12372600,0.758
1314,1,170126,11372700,524832,45.43237,12.353131,2.28,474,-5.16,0.13,24.64,260117,12372700,0.747
1315,1,170126,11372700,525233,45.43237,12.353131,2.28,474,-5.1,0.13,25.04,260117,12372700,0.725
1316,1,170126,11372700,525633,45.43237,12.353131,2.16,475,-4.06,2.6,25.44,260117,12372700,0.728
1317,1,170126,11372800,526033,45.43237,12.353117,2.16,475,-4.02,0.1,25.84,260117,12372800,0.718
1318,1,170126,11372800,526434,45.43237,12.353117,2.47,475,-3.98,0.1,26.24,260117,12372800,0.697
1319,1,170126,11372900,526837,45.432371,12.3531,2.47,474,-4.93,-2.36,26.64,260117,12372900,0.707
1320,1,170126,11372900,527239,45.432371,12.3531,2.47,474,-4.88,0.12,27.04,260117,12372900,0.702
1321,1,170126,11372900,527639,45.432371,12.3531,3.08,472,-6.81,-4.83,27.44,260117,12372900,0.747
1322,1,170126,11373000,528041,45.43237,12.353084,3.08,472,-6.75,0.17,27.85,260117,12373000,0.767
1323,1,170126,11373000,528481,45.43237,12.353084,2.6,470,-8.66,-4.35,28.29,260117,12373000,0.802
1324,1,170126,11373100,528885,45.432367,12.35307,2.6,472,-6.59,5.12,28.69,260117,12373100,0.831
1325,1,170126,11373100,529286,45.432367,12.35307,2.59,472,-6.53,0.16,29.09,260117,12373100,0.839
1326,1,170126,11373100,529686,45.432367,12.35307,2.59,472,-6.46,0.16,29.49,260117,12373100,0.829
1327,1,170126,11373200,530087,45.432364,12.353054,2.59,470,-8.38,-4.78,29.89,260117,12373200,0.855
1328,1,170126,11373200,530488,45.432364,12.353054,2.73,466,-12.25,-9.67,30.29,260117,12373200,0.876
1329,1,170126,11373300,530893,45.432362,12.353038,2.73,462,-16.09,-9.48,30.7,260117,12373300,0.895
1330,1,170126,11373300,531300,45.432362,12.353038,2.76,460,-17.91,-4.47,31.1,260117,12373300,0.911
1331,1,170126,11373300,531701,45.432362,12.353038,2.76,459,-18.72,-2.02,31.51,260117,12373300,0.924
1332,1,170126,11373400,532104,45.43236,12.353023,2.76,457,-20.51,-4.45,31.91,260117,12373400,0.936
1333,1,170126,11373400,532506,45.43236,12.353023,2.55,457,-20.31,0.51,32.31,260117,12373400,0.945
1334,1,170126,11373500,532910,45.432357,12.353009,2.55,456,-21.09,-1.95,32.72,260117,12373500,0.953
1335,1,170126,11373500,533313,45.432357,12.353009,2.52,456,-20.88,0.52,33.12,260117,12373500,0.96
1336,1,170126,11373500,533714,45.432357,12.353009,2.52,457,-19.68,2.99,33.52,260117,12373500,0.966
1337,1,170126,11373600,534116,45.432355,12.352995,2.52,457,-19.49,0.49,33.92,260117,12373600,0.966
1338,1,170126,11373600,534517,45.432355,12.352995,2.7,457,-19.29,0.49,34.32,260117,12373600,0.963
1339,1,170126,11373700,534921,45.432352,12.352979,2.7,458,-18.11,2.93,34.73,260117,12373700,0.969
1340,1,170126,11373700,535323,45.432352,12.352979,3.3,459,-16.94,2.91,35.13,260117,12373700,0.973
1341,1,170126,11373800,535787,45.432347,12.352963,3.3,460,-15.78,2.5,35.59,260117,12373800,0.977
1342,1,170126,11373800,536189,45.432347,12.352963,3.3,461,-14.63,2.86,35.99,260117,12373800,0.981
1343,1,170126,11373800,536590,45.432347,12.352963,2.61,462,-13.5,2.83,36.4,260117,12373800,0.981
1344,1,170126,11373900,536994,45.432347,12.352949,2.61,461,-14.35,-2.12,36.8,260117,12373900,0.975
1345,1,170126,11373900,537397,45.432347,12.352949,2.39,458,-17.18,-7.01,37.2,260117,12373900,0.978
1346,1,170126,11374000,537799,45.432346,12.352935,2.39,454,-20.96,-9.42,37.6,260117,12374000,0.982
1347,1,170126,11374000,538205,45.432346,12.352935,2.39,453,-21.75,-1.92,38.01,260117,12374000,0.984
1348,1,170126,11374000,538607,45.432346,12.352935,2.75,451,-23.51,-4.38,38.41,260117,12374000,0.987
1349,1,170126,11374100,539009,45.432344,12.35292,2.75,451,-23.27,0.58,38.81,260117,12374100,0.987
1350,1,170126,11374100,539413,45.432344,12.35292,2.61,451,-23.04,0.58,39.22,260117,12374100,0.986
1351,1,170126,11374200,539814,45.432343,12.352906,2.61,451,-22.81,0.57,39.62,260117,12374200,0.982
1352,1,170126,11374200,540216,45.432343,12.352906,2.61,452,-21.59,3.03,40.02,260117,12374200,0.985
1353,1,170126,11374200,540617,45.432343,12.352906,2.45,452,-21.38,0.54,40.42,260117,12374200,0.974
1354,1,170126,11374300,541018,45.432343,12.352892,2.45,453,-20.17,3,40.82,260117,12374300,0.978
1355,1,170126,11374300,541422,45.432343,12.352892,2.59,454,-18.98,2.95,41.23,260117,12374300,0.981
1356,1,170126,11374400,541823,45.432342,12.352877,2.59,456,-16.81,5.41,41.63,260117,12374400,0.984
1357,1,170126,11374400,542225,45.432342,12.352877,2.59,457,-15.65,2.88,42.03,260117,12374400,0.981
1358,1,170126,11374400,542626,45.432342,12.352877,2.64,459,-13.52,5.33,42.43,260117,12374400,0.983
1359,1,170126,11374500,543028,45.43234,12.352863,2.64,461,-11.4,5.26,42.83,260117,12374500,0.986
1360,1,170126,11374500,543472,45.43234,12.352863,2.39,462,-10.3,2.49,43.28,260117,12374500,0.97
1361,1,170126,11374600,543873,45.432338,12.352848,2.39,463,-9.2,2.73,43.68,260117,12374600,0.943
1362,1,170126,11374600,544274,45.432338,12.352848,2.46,464,-8.12,2.7,44.08,260117,12374600,0.915
1363,1,170126,11374600,544674,45.432338,12.352848,2.46,465,-7.05,2.68,44.48,260117,12374600,0.888
1364,1,170126,11374700,545078,45.432335,12.352833,2.46,466,-5.99,2.62,44.88,260117,12374700,0.859
1365,1,170126,11374700,545481,45.432335,12.352833,2.89,467,-4.94,2.61,45.29,260117,12374700,0.83
1366,1,170126,11374800,545881,45.432331,12.352818,2.89,468,-3.9,2.6,45.69,260117,12374800,0.801
1367,1,170126,11374800,546282,45.432331,12.352818,2.44,468,-3.86,0.1,46.09,260117,12374800,0.765
1368,1,170126,11374800,546681,45.432331,12.352818,2.44,468,-3.82,0.1,46.49,260117,12374800,0.724
1369,1,170126,11374900,547082,45.432328,12.352804,2.44,468,-3.78,0.1,46.89,260117,12374900,0.681
1370,1,170126,11374900,547485,45.432328,12.352804,2.5,468,-3.75,0.09,47.29,260117,12374900,0.636
1371,1,170126,11375000,547885,45.432328,12.352789,2.5,468,-3.71,0.09,47.69,260117,12375000,0.592
1372,1,170126,11375000,548286,45.432328,12.352789,2.69,469,-2.68,2.56,48.09,260117,12375000,0.597
1373,1,170126,11375000,548685,45.432328,12.352789,2.69,469,-2.66,0.07,48.49,260117,12375000,0.59
1374,1,170126,11375100,549086,45.432327,12.352772,2.69,470,-1.64,2.54,48.89,260117,12375100,0.591
1375,1,170126,11375100,549494,45.432327,12.352772,2.91,470,-1.62,0.04,0.41,260117,12375100,0.581
1376,1,170126,11375200,549893,45.432325,12.352757,2.91,471,-0.62,2.52,0.4,260117,12375200,0.578
1377,1,170126,11375200,550332,45.432325,12.352757,2.65,472,0.38,2.27,0.44,260117,12375200,0.57
1378,1,170126,11375200,550729,45.432325,12.352757,2.65,472,0.38,-0.01,0.4,260117,12375200,0.553
1379,1,170126,11375300,551133,45.432323,12.352742,2.65,473,1.36,2.44,0.4,260117,12375300,0.558
1380,1,170126,11375300,551531,45.432323,12.352742,2.58,473,1.35,-0.03,0.4,260117,12375300,0.553
1381,1,170126,11375400,551933,45.432323,12.352728,2.58,473,1.34,-0.03,0.4,260117,12375400,0.538
1382,1,170126,11375400,552333,45.432323,12.352728,2.62,472,0.33,-2.51,0.4,260117,12375400,0.543
1383,1,170126,11375400,552731,45.432323,12.352728,2.62,473,1.32,2.48,0.4,260117,12375400,0.552
1384,1,170126,11375500,553130,45.432321,12.352714,2.62,473,1.31,-0.03,0.4,260117,12375500,0.55
1385,1,170126,11375500,553529,45.432321,12.352714,2.43,474,2.28,2.45,0.4,260117,12375500,0.565
1386,1,170126,11375600,553930,45.432321,12.352699,2.43,474,2.26,-0.06,0.8,260117,12375600,0.566
1387,1,170126,11375600,554330,45.432321,12.352699,2.59,475,3.23,2.42,1.2,260117,12375600,0.586
1388,1,170126,11375600,554727,45.432321,12.352699,2.59,475,3.19,-0.08,1.6,260117,12375600,0.59
1389,1,170126,11375700,555127,45.432321,12.352683,2.59,476,4.15,2.4,2,260117,12375700,0.612
1390,1,170126,11375700,555525,45.432321,12.352683,2.92,475,3.12,-2.59,2.39,260117,12375700,0.629
1391,1,170126,11375800,555927,45.432321,12.352667,2.92,475,3.09,-0.08,2.8,260117,12375800,0.629
1392,1,170126,11375800,556327,45.432321,12.352667,2.39,476,4.05,2.4,3.2,260117,12375800,0.647
1393,1,170126,11375800,556724,45.432321,12.352667,2.39,477,5,2.39,3.59,260117,12375800,0.667
1394,1,170126,11375900,557123,45.43232,12.352653,2.39,478,5.94,2.36,3.99,260117,12375900,0.69
1395,1,170126,11375900,557561,45.43232,12.352653,2.22,477,4.89,-2.4,4.43,260117,12375900,0.704
1396,1,170126,11380000,557966,45.432319,12.352638,2.22,475,2.86,-5.01,4.84,260117,12380000,0.742
1397,1,170126,11380000,558366,45.432319,12.352638,2.82,472,-0.14,-7.5,5.24,260117,12380000,0.781
1398,1,170126,11380100,558765,45.432316,12.352623,2.82,470,-2.12,-4.96,0.4,260117,12380100,0.798
1399,1,170126,11380100,559166,45.432316,12.352623,2.82,469,-3.09,-2.42,0.8,260117,12380100,0.797
1400,1,170126,11380100,559566,45.432316,12.352623,2.38,469,-3.06,0.08,1.2,260117,12380100,0.781
1401,1,170126,11380200,559968,45.432312,12.352608,2.38,469,-3.02,0.08,1.6,260117,12380200,0.756
1402,1,170126,11380200,560368,45.432312,12.352608,2.49,469,-2.99,0.08,2,260117,12380200,0.723
1403,1,170126,11380300,560767,45.432307,12.352593,2.49,469,-2.96,0.08,2.4,260117,12380300,0.685
1404,1,170126,11380300,561167,45.432307,12.352593,2.49,469,-2.93,0.07,2.8,260117,12380300,0.645
1405,1,170126,11380300,561566,45.432307,12.352593,2.54,469,-2.91,0.07,3.2,260117,12380300,0.607
1406,1,170126,11380400,561966,45.432305,12.352578,2.54,470,-1.89,2.55,3.6,260117,12380400,0.618
1407,1,170126,11380400,562368,45.432305,12.352578,2.85,471,-0.88,2.51,0.4,260117,12380400,0.619
1408,1,170126,11380500,562767,45.432302,12.352563,2.85,471,-0.87,0.02,0.4,260117,12380500,0.609
1409,1,170126,11380500,563167,45.432302,12.352563,2.85,472,0.13,2.5,0.4,260117,12380500,0.605
1410,1,170126,11380500,563565,45.432302,12.352563,2.73,473,1.12,2.48,0.4,260117,12380500,0.61
1411,1,170126,11380600,563963,45.432301,12.352549,2.73,474,2.1,2.46,0.4,260117,12380600,0.623
1412,1,170126,11380600,564368,45.432301,12.352549,2.29,474,2.08,-0.05,0.8,260117,12380600,0.622
1413,1,170126,11380700,564806,45.432301,12.352535,2.29,475,3.05,2.21,1.24,260117,12380700,0.638
1414,1,170126,11380700,565205,45.432301,12.352535,2.29,476,4.01,2.4,1.64,260117,12380700,0.663
1415,1,170126,11380700,565602,45.432301,12.352535,2.53,476,3.97,-0.1,2.04,260117,12380700,0.669
1416,1,170126,11380800,566001,45.4323,12.352521,2.53,477,4.92,2.38,2.44,260117,12380800,0.697
1417,1,170126,11380800,566402,45.4323,12.352521,2.62,477,4.87,-0.12,2.84,260117,12380800,0.706
1418,1,170126,11380900,566801,45.432298,12.352507,2.62,478,5.81,2.36,3.24,260117,12380900,0.736
1419,1,170126,11380900,567200,45.432298,12.352507,2.62,479,6.74,2.34,3.63,260117,12380900,0.768
1420,1,170126,11380900,567597,45.432298,12.352507,2.66,480,7.66,2.32,4.03,260117,12380900,0.801
1421,1,170126,11381000,567995,45.432294,12.352492,2.66,480,7.59,-0.19,4.43,260117,12381000,0.811
1422,1,170126,11381000,568397,45.432294,12.352492,2.7,480,7.51,-0.19,4.83,260117,12381000,0.804
1423,1,170126,11381100,568796,45.432292,12.352477,2.7,480,7.43,-0.19,5.23,260117,12381100,0.795
1424,1,170126,11381100,569196,45.432292,12.352477,2.7,480,7.36,-0.19,5.63,260117,12381100,0.786
1425,1,170126,11381100,569595,45.432292,12.352477,2.67,481,8.28,2.3,-1,260117,12381100,0.818
1426,1,170126,11381200,569994,45.432289,12.352461,2.67,481,8.19,-0.21,-1,260117,12381200,0.828
1427,1,170126,11381200,570395,45.432289,12.352461,2.62,480,7.12,-2.67,-1,260117,12381200,0.854
1428,1,170126,11381300,570798,45.432286,12.352446,2.62,480,7.05,-0.18,-1,260117,12381300,0.857
1429,1,170126,11381300,571203,45.432286,12.352446,2.62,481,7.97,2.27,-1,260117,12381300,0.879
1430,1,170126,11381300,571601,45.432286,12.352446,2.65,480,6.9,-2.69,-1,260117,12381300,0.897
1431,1,170126,11381400,572001,45.432282,12.352431,2.65,480,6.83,-0.17,-1,260117,12381400,0.894
1432,1,170126,11381400,572441,45.432282,12.352431,2.67,480,6.76,-0.16,-1,260117,12381400,0.876
1433,1,170126,11381500,572844,45.432279,12.352417,2.67,480,6.7,-0.17,-1,260117,12381500,0.848
1434,1,170126,11381500,573245,45.432279,12.352417,2.61,480,6.63,-0.17,-1,260117,12381500,0.824
1435,1,170126,11381500,573645,45.432279,12.352417,2.61,481,7.55,2.31,-1,260117,12381500,0.85
1436,1,170126,11381600,574045,45.432275,12.352402,2.61,481,7.48,-0.19,-1,260117,12381600,0.855
1437,1,170126,11381600,574445,45.432275,12.352402,2.55,481,7.4,-0.19,-1,260117,12381600,0.843
1438,1,170126,11381700,574848,45.432273,12.352387,2.55,482,8.32,2.27,-1,260117,12381700,0.866
1439,1,170126,11381700,575248,45.432273,12.352387,2.66,482,8.23,-0.21,-1,260117,12381700,0.868
1440,1,170126,11381700,575647,45.432273,12.352387,2.66,482,8.15,-0.21,-1,260117,12381700,0.854
1441,1,170126,11381800,576048,45.432271,12.352372,2.66,482,8.07,-0.2,-1,260117,12381800,0.84
1442,1,170126,11381800,576448,45.432271,12.352372,2.72,483,8.98,2.27,-1,260117,12381800,0.864
1443,1,170126,11381900,576850,45.43227,12.352357,2.72,483,8.89,-0.22,-1,260117,12381900,0.867
1444,1,170126,11381900,577251,45.43227,12.352357,2.62,483,8.8,-0.22,-1,260117,12381900,0.856
1445,1,170126,11381900,577651,45.43227,12.352357,2.62,484,9.7,2.25,-1,260117,12381900,0.877
1446,1,170126,11382000,578054,45.432269,12.352343,2.62,483,8.62,-2.7,-1,260117,12382000,0.896
1447,1,170126,11382000,578454,45.432269,12.352343,2.35,483,8.53,-0.22,-1,260117,12382000,0.893
1448,1,170126,11382100,578857,45.432269,12.352327,2.35,483,8.44,-0.21,-1,260117,12382100,0.876
1449,1,170126,11382100,579258,45.432269,12.352327,2.99,483,8.36,-0.21,-1,260117,12382100,0.858
1450,1,170126,11382100,579697,45.432269,12.352327,2.99,483,8.28,-0.19,-1,260117,12382100,0.842
1451,1,170126,11382200,580098,45.432268,12.352311,2.99,483,8.19,-0.21,-1,260117,12382200,0.829
1452,1,170126,11382200,580498,45.432268,12.352311,2.66,484,9.1,2.27,-1,260117,12382200,0.854
1453,1,170126,11382300,580897,45.432266,12.352298,2.66,484,9.01,-0.23,-1,260117,12382300,0.858
1454,1,170126,11382300,581300,45.432266,12.352298,2.12,483,7.93,-2.68,-1,260117,12382300,0.879
1455,1,170126,11382300,581700,45.432266,12.352298,2.12,483,7.85,-0.2,-1,260117,12382300,0.879
1456,1,170126,11382400,582101,45.432265,12.352284,2.12,483,7.77,-0.2,-1,260117,12382400,0.864
1457,1,170126,11382400,582501,45.432265,12.352284,2.72,483,7.7,-0.19,-1,260117,12382400,0.842
1458,1,170126,11382500,582901,45.432265,12.352268,2.72,483,7.62,-0.19,-1,260117,12382500,0.822
1459,1,170126,11382500,583305,45.432265,12.352268,2.76,483,7.54,-0.19,-1,260117,12382500,0.805
1460,1,170126,11382500,583705,45.432265,12.352268,2.76,483,7.47,-0.19,-1,260117,12382500,0.79
1461,1,170126,11382600,584106,45.432265,12.352253,2.76,483,7.39,-0.19,-1,260117,12382600,0.777
1462,1,170126,11382600,584506,45.432265,12.352253,2.6,483,7.32,-0.18,-1,260117,12382600,0.765
1463,1,170126,11382700,584910,45.432264,12.352238,2.6,483,7.25,-0.18,-1,260117,12382700,0.754
1464,1,170126,11382700,585313,45.432264,12.352238,2.51,482,6.18,-2.64,-1,260117,12382700,0.791
1465,1,170126,11382700,585712,45.432264,12.352238,2.51,481,5.13,-2.64,-1,260117,12382700,0.822
1466,1,170126,11382800,586113,45.432262,12.352224,2.51,481,5.08,-0.13,-1,260117,12382800,0.831
1467,1,170126,11382800,586513,45.432262,12.352224,2.62,480,4.04,-2.6,-1,260117,12382800,0.85
1468,1,170126,11382900,586953,45.432261,12.35221,2.62,480,4,-0.09,-1,260117,12382900,0.849
1469,1,170126,11382900,587356,45.432261,12.35221,2.26,480,3.96,-0.1,-1,260117,12382900,0.832
1470,1,170126,11383000,587756,45.432261,12.352196,2.26,478,1.94,-5.05,0,260117,12383000,0.858
1471,1,170126,11383000,588156,45.432261,12.352196,2.26,478,1.92,-0.05,0.4,260117,12383000,0.861
1472,1,170126,11383000,588555,45.432261,12.352196,2.32,477,0.91,-2.53,0.4,260117,12383000,0.851
1473,1,170126,11383100,588954,45.43226,12.352182,2.32,478,1.89,2.46,0.4,260117,12383100,0.848
1474,1,170126,11383100,589355,45.43226,12.352182,2.49,478,1.87,-0.05,0.4,260117,12383100,0.83
1475,1,170126,11383200,589754,45.43226,12.352167,2.49,478,1.85,-0.05,0.4,260117,12383200,0.802
1476,1,170126,11383200,590154,45.43226,12.352167,2.49,478,1.83,-0.05,0.4,260117,12383200,0.766
1477,1,170126,11383200,590553,45.43226,12.352167,2.91,479,2.81,2.44,0.4,260117,12383200,0.786
1478,1,170126,11383300,590951,45.432259,12.35215,2.91,479,2.78,-0.07,0.8,260117,12383300,0.786
1479,1,170126,11383300,591351,45.432259,12.35215,2.81,480,3.74,2.41,1.2,260117,12383300,0.809
1480,1,170126,11383400,591755,45.432257,12.352135,2.81,479,2.71,-2.54,1.6,260117,12383400,0.824
1481,1,170126,11383400,592155,45.432257,12.352135,2.81,480,3.68,2.41,2,260117,12383400,0.839
1482,1,170126,11383400,592553,45.432257,12.352135,2.53,480,3.64,-0.09,2.4,260117,12383400,0.836
1483,1,170126,11383500,592953,45.432256,12.35212,2.53,480,3.6,-0.09,2.8,260117,12383500,0.819
1484,1,170126,11383500,593353,45.432256,12.35212,2.72,481,4.56,2.38,3.2,260117,12383500,0.843
1485,1,170126,11383600,593753,45.432255,12.352105,2.72,480,3.52,-2.59,3.6,260117,12383600,0.86
1486,1,170126,11383600,594192,45.432255,12.352105,2.72,475,-1.46,-11.36,4.04,260117,12383600,0.881
1487,1,170126,11383600,594593,45.432255,12.352105,2.66,469,-7.39,-14.78,0.4,260117,12383600,0.899
1488,1,170126,11383700,594995,45.432253,12.35209,2.66,463,-13.26,-14.59,0.8,260117,12383700,0.914
1489,1,170126,11383700,595397,45.432253,12.35209,2.59,458,-18.07,-11.98,1.21,260117,12383700,0.927
1490,1,170126,11383800,595802,45.432251,12.352076,2.59,456,-19.87,-4.44,1.61,260117,12383800,0.938
1491,1,170126,11383800,596204,45.432251,12.352076,2.54,454,-21.65,-4.43,2.01,260117,12383800,0.947
1492,1,170126,11383800,596605,45.432251,12.352076,2.54,453,-22.43,-1.93,2.41,260117,12383800,0.955
1493,1,170126,11383900,597007,45.43225,12.352061,2.54,452,-23.19,-1.9,2.82,260117,12383900,0.962
